"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","ZWE.LP.A","OBS_VALUE","Zimbabwe","Population, Persons for countries / Index for country groups","Annual","Millions","7092000.0","7300000.0","7606000.0","7849000.0","8099000.0","8385000.0","8648000.0","8919000.0","9199000.0","9488000.0","9786000.0","1.0093E7","1.041E7","1.0776E7","1.1147E7","1.1523E7","1.1905E7","1.1786E7","1.1756E7","1.1724E7","1.1693E7","1.1663E7","1.1632E7","1.164E7","1.173E7","1.183E7","1.201E7","1.204E7","1.212E7","1.223E7","1.234E7","1.2459E7","1.3061E7","1.343E7","1.3778E7","1.4075E7","1.4371E7","1.4668E7","1.4968E7","1.5268E7","1.5582E7","1.5904E7","1.6229E7","1.6624E7","1.6993E7","1.736E7","1.7729E7","1.8104E7","1.8488E7","1.8882E7","1.9285E7"
